ID,CheckHP,CheckAtk,CheckDef,CheckWeight,CheckSpeed,CheckIAS,CheckCRT,CheckMLT,CheckMDK,CheckMFE,CheckMWR,CheckMTR,CheckRLT,CheckRDK,CheckRFE,CheckRWR,CheckRTR,CheckBlood,CheckSkillUp,CheckBounsSkill
3602,,,,,,,,,,,,,,V,,V,,,,
3603,,,,,,,,,,,,,,V,,,V,,,
3604,,,,,,,,,,,,,,,V,V,,,,
3605,,,,,,,,,,,,,,,V,,V,,,
3606,,,,,,,,,,,,,,,,V,V,,,
3607,,V,,,,V,V,,,,,,,,,,,,,
3608,,V,,,,V,,V,,,,,,,,,,,,
3609,,V,,,,V,,,V,,,,,,,,,,,
3610,,V,,,,V,,,,V,,,,,,,,,,
3611,,V,,,,V,,,,,V,,,,,,,,,
3612,,V,,,,V,,,,,,V,,,,,,,,
3613,,V,,,,V,,,,,,,V,,,,,,,
3614,,V,,,,V,,,,,,,,V,,,,,,
3615,,V,,,,V,,,,,,,,,V,,,,,
3616,,V,,,,V,,,,,,,,,,V,,,,
3617,,V,,,,V,,,,,,,,,,,V,,,
3618,,V,,,,,V,V,,,,,,,,,,,,
3619,,V,,,,,V,,V,,,,,,,,,,,
3620,,V,,,,,V,,,V,,,,,,,,,,
3621,,V,,,,,V,,,,V,,,,,,,,,
3622,,V,,,,,V,,,,,V,,,,,,,,
3623,,V,,,,,V,,,,,,V,,,,,,,
3624,,V,,,,,V,,,,,,,V,,,,,,
3625,,V,,,,,V,,,,,,,,V,,,,,
3626,,V,,,,,V,,,,,,,,,V,,,,
3627,,V,,,,,V,,,,,,,,,,V,,,
3628,,V,,,,,,V,V,,,,,,,,,,,
3629,,V,,,,,,V,,V,,,,,,,,,,
3630,,V,,,,,,V,,,V,,,,,,,,,
3631,,V,,,,,,V,,,,V,,,,,,,,
3632,,V,,,,,,V,,,,,V,,,,,,,
3633,,V,,,,,,V,,,,,,V,,,,,,
3634,,V,,,,,,V,,,,,,,V,,,,,
3635,,V,,,,,,V,,,,,,,,V,,,,
3636,,V,,,,,,V,,,,,,,,,V,,,
3637,,V,,,,,,,V,V,,,,,,,,,,
3638,,V,,,,,,,V,,V,,,,,,,,,
3639,,V,,,,,,,V,,,V,,,,,,,,
3640,,V,,,,,,,V,,,,V,,,,,,,
3641,,V,,,,,,,V,,,,,V,,,,,,
3642,,V,,,,,,,V,,,,,,V,,,,,
3643,,V,,,,,,,V,,,,,,,V,,,,
3644,,V,,,,,,,V,,,,,,,,V,,,
3645,,V,,,,,,,,V,V,,,,,,,,,
3646,,V,,,,,,,,V,,V,,,,,,,,
3647,,V,,,,,,,,V,,,V,,,,,,,
3648,,V,,,,,,,,V,,,,V,,,,,,
3649,,V,,,,,,,,V,,,,,V,,,,,
3650,,V,,,,,,,,V,,,,,,V,,,,
3651,,V,,,,,,,,V,,,,,,,V,,,
3652,,V,,,,,,,,,V,V,,,,,,,,
3653,,V,,,,,,,,,V,,V,,,,,,,
3654,,V,,,,,,,,,V,,,V,,,,,,
3655,,V,,,,,,,,,V,,,,V,,,,,
3656,,V,,,,,,,,,V,,,,,V,,,,
3657,,V,,,,,,,,,V,,,,,,V,,,
3658,,V,,,,,,,,,,V,V,,,,,,,
3659,,V,,,,,,,,,,V,,V,,,,,,
3660,,V,,,,,,,,,,V,,,V,,,,,
3661,,V,,,,,,,,,,V,,,,V,,,,
3662,,V,,,,,,,,,,V,,,,,V,,,
3663,,V,,,,,,,,,,,V,V,,,,,,
3664,,V,,,,,,,,,,,V,,V,,,,,
3665,,V,,,,,,,,,,,V,,,V,,,,
3666,,V,,,,,,,,,,,V,,,,V,,,
3667,,V,,,,,,,,,,,,V,V,,,,,
3668,,V,,,,,,,,,,,,V,,V,,,,
3669,,V,,,,,,,,,,,,V,,,V,,,
3670,,V,,,,,,,,,,,,,V,V,,,,
3671,,V,,,,,,,,,,,,,V,,V,,,
3672,,V,,,,,,,,,,,,,,V,V,,,
3673,,,,,,V,V,V,,,,,,,,,,,,
3674,,,,,,V,V,,V,,,,,,,,,,,
3675,,,,,,V,V,,,V,,,,,,,,,,
3676,,,,,,V,V,,,,V,,,,,,,,,
3677,,,,,,V,V,,,,,V,,,,,,,,
3678,,,,,,V,V,,,,,,V,,,,,,,
3679,,,,,,V,V,,,,,,,V,,,,,,
3680,,,,,,V,V,,,,,,,,V,,,,,
3681,,,,,,V,V,,,,,,,,,V,,,,
3682,,,,,,V,V,,,,,,,,,,V,,,
3683,,,,,,V,,V,V,,,,,,,,,,,
3684,,,,,,V,,V,,V,,,,,,,,,,
3685,,,,,,V,,V,,,V,,,,,,,,,
3686,,,,,,V,,V,,,,V,,,,,,,,
3687,,,,,,V,,V,,,,,V,,,,,,,
3688,,,,,,V,,V,,,,,,V,,,,,,
3689,,,,,,V,,V,,,,,,,V,,,,,
3690,,,,,,V,,V,,,,,,,,V,,,,
3691,,,,,,V,,V,,,,,,,,,V,,,
3692,,,,,,V,,,V,V,,,,,,,,,,
3693,,,,,,V,,,V,,V,,,,,,,,,
3694,,,,,,V,,,V,,,V,,,,,,,,
3695,,,,,,V,,,V,,,,V,,,,,,,
3696,,,,,,V,,,V,,,,,V,,,,,,
3697,,,,,,V,,,V,,,,,,V,,,,,
3698,,,,,,V,,,V,,,,,,,V,,,,
3699,,,,,,V,,,V,,,,,,,,V,,,
3700,,,,,,V,,,,V,V,,,,,,,,,
3701,,,,,,V,,,,V,,V,,,,,,,,
3702,,,,,,V,,,,V,,,V,,,,,,,
3703,,,,,,V,,,,V,,,,V,,,,,,
3704,,,,,,V,,,,V,,,,,V,,,,,
3705,,,,,,V,,,,V,,,,,,V,,,,
3706,,,,,,V,,,,V,,,,,,,V,,,
3707,,,,,,V,,,,,V,V,,,,,,,,
3708,,,,,,V,,,,,V,,V,,,,,,,
3709,,,,,,V,,,,,V,,,V,,,,,,
3710,,,,,,V,,,,,V,,,,V,,,,,
3711,,,,,,V,,,,,V,,,,,V,,,,
3712,,,,,,V,,,,,V,,,,,,V,,,
3713,,,,,,V,,,,,,V,V,,,,,,,
3714,,,,,,V,,,,,,V,,V,,,,,,
3715,,,,,,V,,,,,,V,,,V,,,,,
3716,,,,,,V,,,,,,V,,,,V,,,,
3717,,,,,,V,,,,,,V,,,,,V,,,
3718,,,,,,V,,,,,,,V,V,,,,,,
3719,,,,,,V,,,,,,,V,,V,,,,,
3720,,,,,,V,,,,,,,V,,,V,,,,
3721,,,,,,V,,,,,,,V,,,,V,,,
3722,,,,,,V,,,,,,,,V,V,,,,,
3723,,,,,,V,,,,,,,,V,,V,,,,
3724,,,,,,V,,,,,,,,V,,,V,,,
3725,,,,,,V,,,,,,,,,V,V,,,,
3726,,,,,,V,,,,,,,,,V,,V,,,
3727,,,,,,V,,,,,,,,,,V,V,,,
3728,,,,,,,V,V,V,,,,,,,,,,,
3729,,,,,,,V,V,,V,,,,,,,,,,
3730,,,,,,,V,V,,,V,,,,,,,,,
3731,,,,,,,V,V,,,,V,,,,,,,,
3732,,,,,,,V,V,,,,,V,,,,,,,
3733,,,,,,,V,V,,,,,,V,,,,,,
3734,,,,,,,V,V,,,,,,,V,,,,,
3735,,,,,,,V,V,,,,,,,,V,,,,
3736,,,,,,,V,V,,,,,,,,,V,,,
3737,,,,,,,V,,V,V,,,,,,,,,,
3738,,,,,,,V,,V,,V,,,,,,,,,
3739,,,,,,,V,,V,,,V,,,,,,,,
3740,,,,,,,V,,V,,,,V,,,,,,,
3741,,,,,,,V,,V,,,,,V,,,,,,
3742,,,,,,,V,,V,,,,,,V,,,,,
3743,,,,,,,V,,V,,,,,,,V,,,,
3744,,,,,,,V,,V,,,,,,,,V,,,
3745,,,,,,,V,,,V,V,,,,,,,,,
3746,,,,,,,V,,,V,,V,,,,,,,,
3747,,,,,,,V,,,V,,,V,,,,,,,
3748,,,,,,,V,,,V,,,,V,,,,,,
3749,,,,,,,V,,,V,,,,,V,,,,,
3750,,,,,,,V,,,V,,,,,,V,,,,
3751,,,,,,,V,,,V,,,,,,,V,,,
3752,,,,,,,V,,,,V,V,,,,,,,,
3753,,,,,,,V,,,,V,,V,,,,,,,
3754,,,,,,,V,,,,V,,,V,,,,,,
3755,,,,,,,V,,,,V,,,,V,,,,,
3756,,,,,,,V,,,,V,,,,,V,,,,
3757,,,,,,,V,,,,V,,,,,,V,,,
3758,,,,,,,V,,,,,V,V,,,,,,,
3759,,,,,,,V,,,,,V,,V,,,,,,
3760,,,,,,,V,,,,,V,,,V,,,,,
3761,,,,,,,V,,,,,V,,,,V,,,,
3762,,,,,,,V,,,,,V,,,,,V,,,
3763,,,,,,,V,,,,,,V,V,,,,,,
3764,,,,,,,V,,,,,,V,,V,,,,,
3765,,,,,,,V,,,,,,V,,,V,,,,
3766,,,,,,,V,,,,,,V,,,,V,,,
3767,,,,,,,V,,,,,,,V,V,,,,,
3768,,,,,,,V,,,,,,,V,,V,,,,
3769,,,,,,,V,,,,,,,V,,,V,,,
3770,,,,,,,V,,,,,,,,V,V,,,,
3771,,,,,,,V,,,,,,,,V,,V,,,
3772,,,,,,,V,,,,,,,,,V,V,,,
3773,,,,,,,,V,V,V,,,,,,,,,,
3774,,,,,,,,V,V,,V,,,,,,,,,
3775,,,,,,,,V,V,,,V,,,,,,,,
3776,,,,,,,,V,V,,,,V,,,,,,,
3777,,,,,,,,V,V,,,,,V,,,,,,
3778,,,,,,,,V,V,,,,,,V,,,,,
3779,,,,,,,,V,V,,,,,,,V,,,,
3780,,,,,,,,V,V,,,,,,,,V,,,
3781,,,,,,,,V,,V,V,,,,,,,,,
3782,,,,,,,,V,,V,,V,,,,,,,,
3783,,,,,,,,V,,V,,,V,,,,,,,
3784,,,,,,,,V,,V,,,,V,,,,,,
3785,,,,,,,,V,,V,,,,,V,,,,,
3786,,,,,,,,V,,V,,,,,,V,,,,
3787,,,,,,,,V,,V,,,,,,,V,,,
3788,,,,,,,,V,,,V,V,,,,,,,,
3789,,,,,,,,V,,,V,,V,,,,,,,
3790,,,,,,,,V,,,V,,,V,,,,,,
3791,,,,,,,,V,,,V,,,,V,,,,,
3792,,,,,,,,V,,,V,,,,,V,,,,
3793,,,,,,,,V,,,V,,,,,,V,,,
3794,,,,,,,,V,,,,V,V,,,,,,,
3795,,,,,,,,V,,,,V,,V,,,,,,
3796,,,,,,,,V,,,,V,,,V,,,,,
3797,,,,,,,,V,,,,V,,,,V,,,,
3798,,,,,,,,V,,,,V,,,,,V,,,
3799,,,,,,,,V,,,,,V,V,,,,,,
3800,,,,,,,,V,,,,,V,,V,,,,,
3801,,,,,,,,V,,,,,V,,,V,,,,
3802,,,,,,,,V,,,,,V,,,,V,,,
3803,,,,,,,,V,,,,,,V,V,,,,,
3804,,,,,,,,V,,,,,,V,,V,,,,
3805,,,,,,,,V,,,,,,V,,,V,,,
3806,,,,,,,,V,,,,,,,V,V,,,,
3807,,,,,,,,V,,,,,,,V,,V,,,
3808,,,,,,,,V,,,,,,,,V,V,,,
3809,,,,,,,,,V,V,V,,,,,,,,,
3810,,,,,,,,,V,V,,V,,,,,,,,
3811,,,,,,,,,V,V,,,V,,,,,,,
3812,,,,,,,,,V,V,,,,V,,,,,,
3813,,,,,,,,,V,V,,,,,V,,,,,
3814,,,,,,,,,V,V,,,,,,V,,,,
3815,,,,,,,,,V,V,,,,,,,V,,,
3816,,,,,,,,,V,,V,V,,,,,,,,
3817,,,,,,,,,V,,V,,V,,,,,,,
3818,,,,,,,,,V,,V,,,V,,,,,,
3819,,,,,,,,,V,,V,,,,V,,,,,
3820,,,,,,,,,V,,V,,,,,V,,,,
3821,,,,,,,,,V,,V,,,,,,V,,,
3822,,,,,,,,,V,,,V,V,,,,,,,
3823,,,,,,,,,V,,,V,,V,,,,,,
3824,,,,,,,,,V,,,V,,,V,,,,,
3825,,,,,,,,,V,,,V,,,,V,,,,
3826,,,,,,,,,V,,,V,,,,,V,,,
3827,,,,,,,,,V,,,,V,V,,,,,,
3828,,,,,,,,,V,,,,V,,V,,,,,
3829,,,,,,,,,V,,,,V,,,V,,,,
3830,,,,,,,,,V,,,,V,,,,V,,,
3831,,,,,,,,,V,,,,,V,V,,,,,
3832,,,,,,,,,V,,,,,V,,V,,,,
3833,,,,,,,,,V,,,,,V,,,V,,,
3834,,,,,,,,,V,,,,,,V,V,,,,
3835,,,,,,,,,V,,,,,,V,,V,,,
3836,,,,,,,,,V,,,,,,,V,V,,,
3837,,,,,,,,,,V,V,V,,,,,,,,
3838,,,,,,,,,,V,V,,V,,,,,,,
3839,,,,,,,,,,V,V,,,V,,,,,,
3840,,,,,,,,,,V,V,,,,V,,,,,
3841,,,,,,,,,,V,V,,,,,V,,,,
3842,,,,,,,,,,V,V,,,,,,V,,,
3843,,,,,,,,,,V,,V,V,,,,,,,
3844,,,,,,,,,,V,,V,,V,,,,,,
3845,,,,,,,,,,V,,V,,,V,,,,,
3846,,,,,,,,,,V,,V,,,,V,,,,
3847,,,,,,,,,,V,,V,,,,,V,,,
3848,,,,,,,,,,V,,,V,V,,,,,,
3849,,,,,,,,,,V,,,V,,V,,,,,
3850,,,,,,,,,,V,,,V,,,V,,,,
3851,,,,,,,,,,V,,,V,,,,V,,,
3852,,,,,,,,,,V,,,,V,V,,,,,
3853,,,,,,,,,,V,,,,V,,V,,,,
3854,,,,,,,,,,V,,,,V,,,V,,,
3855,,,,,,,,,,V,,,,,V,V,,,,
3856,,,,,,,,,,V,,,,,V,,V,,,
3857,,,,,,,,,,V,,,,,,V,V,,,
3858,,,,,,,,,,,V,V,V,,,,,,,
3859,,,,,,,,,,,V,V,,V,,,,,,
3860,,,,,,,,,,,V,V,,,V,,,,,
3861,,,,,,,,,,,V,V,,,,V,,,,
3862,,,,,,,,,,,V,V,,,,,V,,,
3863,,,,,,,,,,,V,,V,V,,,,,,
3864,,,,,,,,,,,V,,V,,V,,,,,
3865,,,,,,,,,,,V,,V,,,V,,,,
3866,,,,,,,,,,,V,,V,,,,V,,,
3867,,,,,,,,,,,V,,,V,V,,,,,
3868,,,,,,,,,,,V,,,V,,V,,,,
3869,,,,,,,,,,,V,,,V,,,V,,,
3870,,,,,,,,,,,V,,,,V,V,,,,
3871,,,,,,,,,,,V,,,,V,,V,,,
3872,,,,,,,,,,,V,,,,,V,V,,,
3873,,,,,,,,,,,,V,V,V,,,,,,
3874,,,,,,,,,,,,V,V,,V,,,,,
3875,,,,,,,,,,,,V,V,,,V,,,,
3876,,,,,,,,,,,,V,V,,,,V,,,
3877,,,,,,,,,,,,V,,V,V,,,,,
3878,,,,,,,,,,,,V,,V,,V,,,,
3879,,,,,,,,,,,,V,,V,,,V,,,
3880,,,,,,,,,,,,V,,,V,V,,,,
3881,,,,,,,,,,,,V,,,V,,V,,,
3882,,,,,,,,,,,,V,,,,V,V,,,
3883,,,,,,,,,,,,,V,V,V,,,,,
3884,,,,,,,,,,,,,V,V,,V,,,,
3885,,,,,,,,,,,,,V,V,,,V,,,
3886,,,,,,,,,,,,,V,,V,V,,,,
3887,,,,,,,,,,,,,V,,V,,V,,,
3888,,,,,,,,,,,,,V,,,V,V,,,
3889,,,,,,,,,,,,,,V,V,V,,,,
3890,,,,,,,,,,,,,,V,V,,V,,,
3891,,,,,,,,,,,,,,V,,V,V,,,
3892,,,,,,,,,,,,,,,V,V,V,,,
3893,V,V,,,,,,,,,,,,,,,,,,
3894,V,,,,,V,,,,,,,,,,,,,,
3895,V,,,,,,V,,,,,,,,,,,,,
3896,V,,,,,,,V,,,,,,,,,,,,
3897,V,,,,,,,,V,,,,,,,,,,,
3898,V,,,,,,,,,V,,,,,,,,,,
3899,V,,,,,,,,,,V,,,,,,,,,
3900,V,,,,,,,,,,,V,,,,,,,,
3901,V,,,,,,,,,,,,,,,,,,V,
3902,,V,,,,V,,,,,,,,,,,,,,
3903,,V,,,,,V,,,,,,,,,,,,,
3904,,V,,,,,,V,,,,,,,,,,,,
3905,,V,,,,,,,V,,,,,,,,,,,
3906,,V,,,,,,,,V,,,,,,,,,,
3907,,V,,,,,,,,,V,,,,,,,,,
3908,,V,,,,,,,,,,V,,,,,,,,
3909,,V,,,,,,,,,,,,,,,,,V,
3910,,,,,,V,V,,,,,,,,,,,,,
3911,,,,,,V,,V,,,,,,,,,,,,
3912,,,,,,V,,,V,,,,,,,,,,,
3913,,,,,,V,,,,V,,,,,,,,,,
3914,,,,,,V,,,,,V,,,,,,,,,
3915,,,,,,V,,,,,,V,,,,,,,,
3916,,,,,,V,,,,,,,,,,,,,V,
3917,,,,,,,V,V,,,,,,,,,,,,
3918,,,,,,,V,,V,,,,,,,,,,,
3919,,,,,,,V,,,V,,,,,,,,,,
3920,,,,,,,V,,,,V,,,,,,,,,
3921,,,,,,,V,,,,,V,,,,,,,,
3922,,,,,,,V,,,,,,,,,,,,V,
3923,,,,,,,,V,V,,,,,,,,,,,
3924,,,,,,,,V,,V,,,,,,,,,,
3925,,,,,,,,V,,,V,,,,,,,,,
3926,,,,,,,,V,,,,V,,,,,,,,
3927,,,,,,,,V,,,,,,,,,,,V,
3928,,,,,,,,,V,V,,,,,,,,,,
3929,,,,,,,,,V,,V,,,,,,,,,
3930,,,,,,,,,V,,,V,,,,,,,,
3931,,,,,,,,,V,,,,,,,,,,V,
3932,,,,,,,,,,V,V,,,,,,,,,
3933,,,,,,,,,,V,,V,,,,,,,,
3934,,,,,,,,,,V,,,,,,,,,V,
3935,,,,,,,,,,,V,V,,,,,,,,
3936,,,,,,,,,,,V,,,,,,,,V,
3937,,,,,,,,,,,,V,,,,,,,V,
3938,V,V,,,,,,,,,,,,,,,,,,
3939,V,,,,,V,,,,,,,,,,,,,,
3940,V,,,,,,V,,,,,,,,,,,,,
3941,V,,,,,,,,,,,,V,,,,,,,
3942,V,,,,,,,,,,,,,V,,,,,,
3943,V,,,,,,,,,,,,,,V,,,,,
3944,V,,,,,,,,,,,,,,,V,,,,
3945,V,,,,,,,,,,,,,,,,V,,,
3946,V,,,,,,,,,,,,,,,,,V,,
3947,,V,,,,V,,,,,,,,,,,,,,
3948,,V,,,,,V,,,,,,,,,,,,,
3949,,V,,,,,,,,,,,V,,,,,,,
3950,,V,,,,,,,,,,,,V,,,,,,
3951,,V,,,,,,,,,,,,,V,,,,,
3952,,V,,,,,,,,,,,,,,V,,,,
3953,,V,,,,,,,,,,,,,,,V,,,
3954,,V,,,,,,,,,,,,,,,,V,,
3955,,,,,,V,V,,,,,,,,,,,,,
3956,,,,,,V,,,,,,,V,,,,,,,
3957,,,,,,V,,,,,,,,V,,,,,,
3958,,,,,,V,,,,,,,,,V,,,,,
3959,,,,,,V,,,,,,,,,,V,,,,
3960,,,,,,V,,,,,,,,,,,V,,,
3961,,,,,,V,,,,,,,,,,,,V,,
3962,,,,,,,V,,,,,,V,,,,,,,
3963,,,,,,,V,,,,,,,V,,,,,,
3964,,,,,,,V,,,,,,,,V,,,,,
3965,,,,,,,V,,,,,,,,,V,,,,
3966,,,,,,,V,,,,,,,,,,V,,,
3967,,,,,,,V,,,,,,,,,,,V,,
3968,,,,,,,,,,,,,V,V,,,,,,
3969,,,,,,,,,,,,,V,,V,,,,,
3970,,,,,,,,,,,,,V,,,V,,,,
3971,,,,,,,,,,,,,V,,,,V,,,
3972,,,,,,,,,,,,,V,,,,,V,,
3973,,,,,,,,,,,,,,V,V,,,,,
3974,,,,,,,,,,,,,,V,,V,,,,
3975,,,,,,,,,,,,,,V,,,V,,,
3976,,,,,,,,,,,,,,V,,,,V,,
3977,,,,,,,,,,,,,,,V,V,,,,
3978,,,,,,,,,,,,,,,V,,V,,,
3979,,,,,,,,,,,,,,,V,,,V,,
3980,,,,,,,,,,,,,,,,V,V,,,
3981,,,,,,,,,,,,,,,,V,,V,,
3982,,,,,,,,,,,,,,,,,V,V,,
3983,V,V,,,,V,,,,,,,,,,,,,,
3984,V,V,,,,,V,,,,,,,,,,,,,
3985,V,V,,,,,,V,,,,,,,,,,,,
3986,V,V,,,,,,,V,,,,,,,,,,,
3987,V,V,,,,,,,,V,,,,,,,,,,
3988,V,V,,,,,,,,,V,,,,,,,,,
3989,V,V,,,,,,,,,,V,,,,,,,,
3990,V,,,,,V,V,,,,,,,,,,,,,
3991,V,,,,,V,,V,,,,,,,,,,,,
3992,V,,,,,V,,,V,,,,,,,,,,,
3993,V,,,,,V,,,,V,,,,,,,,,,
3994,V,,,,,V,,,,,V,,,,,,,,,
3995,V,,,,,V,,,,,,V,,,,,,,,
3996,V,,,,,,V,V,,,,,,,,,,,,
3997,V,,,,,,V,,V,,,,,,,,,,,
3998,V,,,,,,V,,,V,,,,,,,,,,
3999,V,,,,,,V,,,,V,,,,,,,,,
4000,V,,,,,,V,,,,,V,,,,,,,,
4001,V,,,,,,,V,V,,,,,,,,,,,
4002,V,,,,,,,V,,V,,,,,,,,,,
4003,V,,,,,,,V,,,V,,,,,,,,,
4004,V,,,,,,,V,,,,V,,,,,,,,
4005,V,,,,,,,,V,V,,,,,,,,,,
4006,V,,,,,,,,V,,V,,,,,,,,,
4007,V,,,,,,,,V,,,V,,,,,,,,
4008,V,,,,,,,,,V,V,,,,,,,,,
4009,V,,,,,,,,,V,,V,,,,,,,,
4010,V,,,,,,,,,,V,V,,,,,,,,
4011,,V,,,,V,V,,,,,,,,,,,,,
4012,,V,,,,V,,V,,,,,,,,,,,,
4013,,V,,,,V,,,V,,,,,,,,,,,
4014,,V,,,,V,,,,V,,,,,,,,,,
4015,,V,,,,V,,,,,V,,,,,,,,,
4016,,V,,,,V,,,,,,V,,,,,,,,
4017,,V,,,,,V,V,,,,,,,,,,,,
4018,,V,,,,,V,,V,,,,,,,,,,,
4019,,V,,,,,V,,,V,,,,,,,,,,
4020,,V,,,,,V,,,,V,,,,,,,,,
4021,,V,,,,,V,,,,,V,,,,,,,,
4022,,V,,,,,,V,V,,,,,,,,,,,
4023,,V,,,,,,V,,V,,,,,,,,,,
4024,,V,,,,,,V,,,V,,,,,,,,,
4025,,V,,,,,,V,,,,V,,,,,,,,
4026,,V,,,,,,,V,V,,,,,,,,,,
4027,,V,,,,,,,V,,V,,,,,,,,,
4028,,V,,,,,,,V,,,V,,,,,,,,
4029,,V,,,,,,,,V,V,,,,,,,,,
4030,,V,,,,,,,,V,,V,,,,,,,,
4031,,V,,,,,,,,,V,V,,,,,,,,
4032,,,,,,V,V,V,,,,,,,,,,,,
4033,,,,,,V,V,,V,,,,,,,,,,,
4034,,,,,,V,V,,,V,,,,,,,,,,
4035,,,,,,V,V,,,,V,,,,,,,,,
4036,,,,,,V,V,,,,,V,,,,,,,,
4037,,,,,,V,,V,V,,,,,,,,,,,
4038,,,,,,V,,V,,V,,,,,,,,,,
4039,,,,,,V,,V,,,V,,,,,,,,,
4040,,,,,,V,,V,,,,V,,,,,,,,
4041,,,,,,V,,,V,V,,,,,,,,,,
4042,,,,,,V,,,V,,V,,,,,,,,,
4043,,,,,,V,,,V,,,V,,,,,,,,
4044,,,,,,V,,,,V,V,,,,,,,,,
4045,,,,,,V,,,,V,,V,,,,,,,,
4046,,,,,,V,,,,,V,V,,,,,,,,
4047,,,,,,,V,V,V,,,,,,,,,,,
4048,,,,,,,V,V,,V,,,,,,,,,,
4049,,,,,,,V,V,,,V,,,,,,,,,
4050,,,,,,,V,V,,,,V,,,,,,,,
4051,,,,,,,V,,V,V,,,,,,,,,,
4052,,,,,,,V,,V,,V,,,,,,,,,
4053,,,,,,,V,,V,,,V,,,,,,,,
4054,,,,,,,V,,,V,V,,,,,,,,,
4055,,,,,,,V,,,V,,V,,,,,,,,
4056,,,,,,,V,,,,V,V,,,,,,,,
4057,,,,,,,,V,V,V,,,,,,,,,,
4058,,,,,,,,V,V,,V,,,,,,,,,
4059,,,,,,,,V,V,,,V,,,,,,,,
4060,,,,,,,,V,,V,V,,,,,,,,,
4061,,,,,,,,V,,V,,V,,,,,,,,
4062,,,,,,,,V,,,V,V,,,,,,,,
4063,,,,,,,,,V,V,V,,,,,,,,,
4064,,,,,,,,,V,V,,V,,,,,,,,
4065,,,,,,,,,V,,V,V,,,,,,,,
4066,,,,,,,,,,V,V,V,,,,,,,,
4067,V,V,,,,V,,,,,,,,,,,,,,
4068,V,V,,,,,V,,,,,,,,,,,,,
4069,V,V,,,,,,,,,,,V,,,,,,,
4070,V,V,,,,,,,,,,,,V,,,,,,
4071,V,V,,,,,,,,,,,,,V,,,,,
4072,V,V,,,,,,,,,,,,,,V,,,,
4073,V,V,,,,,,,,,,,,,,,V,,,
4074,V,V,,,,,,,,,,,,,,,,V,,
4075,V,,,,,V,V,,,,,,,,,,,,,
4076,V,,,,,V,,,,,,,V,,,,,,,
4077,V,,,,,V,,,,,,,,V,,,,,,
4078,V,,,,,V,,,,,,,,,V,,,,,
4079,V,,,,,V,,,,,,,,,,V,,,,
4080,V,,,,,V,,,,,,,,,,,V,,,
4081,V,,,,,V,,,,,,,,,,,,V,,
4082,V,,,,,,,,,,,V,V,,,,,,,
4083,V,,,,,,,,,,,V,,V,,,,,,
4084,V,,,,,,,,,,,V,,,V,,,,,
4085,V,,,,,,,,,,,V,,,,V,,,,
4086,V,,,,,,,,,,,V,,,,,V,,,
4087,V,,,,,,,,,,,V,,,,,,V,,
4088,V,,,,,,,,,,,,V,V,,,,,,
4089,V,,,,,,,,,,,,V,,V,,,,,
4090,V,,,,,,,,,,,,V,,,V,,,,
4091,V,,,,,,,,,,,,V,,,,V,,,
4092,V,,,,,,,,,,,,V,,,,,V,,
4093,V,,,,,,,,,,,,,V,V,,,,,
4094,V,,,,,,,,,,,,,V,,V,,,,
4095,V,,,,,,,,,,,,,V,,,V,,,
4096,V,,,,,,,,,,,,,V,,,,V,,
4097,V,,,,,,,,,,,,,,V,V,,,,
4098,V,,,,,,,,,,,,,,V,,V,,,
4099,V,,,,,,,,,,,,,,V,,,V,,
4100,V,,,,,,,,,,,,,,,V,V,,,
4101,V,,,,,,,,,,,,,,,V,,V,,
4102,V,,,,,,,,,,,,,,,,V,V,,
4103,,,,,,V,,,,,,V,V,,,,,,,
4104,,,,,,V,,,,,,V,,V,,,,,,
4105,,,,,,V,,,,,,V,,,V,,,,,
4106,,,,,,V,,,,,,V,,,,V,,,,
4107,,,,,,V,,,,,,V,,,,,V,,,
4108,,,,,,V,,,,,,V,,,,,,V,,
4109,,,,,,V,,,,,,,V,V,,,,,,
4110,,,,,,V,,,,,,,V,,V,,,,,
4111,,,,,,V,,,,,,,V,,,V,,,,
4112,,,,,,V,,,,,,,V,,,,V,,,
4113,,,,,,V,,,,,,,V,,,,,V,,
4114,,,,,,V,,,,,,,,V,V,,,,,
4115,,,,,,V,,,,,,,,V,,V,,,,
4116,,,,,,V,,,,,,,,V,,,V,,,
4117,,,,,,V,,,,,,,,V,,,,V,,
4118,,,,,,V,,,,,,,,,V,V,,,,
4119,,,,,,V,,,,,,,,,V,,V,,,
4120,,,,,,V,,,,,,,,,V,,,V,,
4121,,,,,,V,,,,,,,,,,V,V,,,
4122,,,,,,V,,,,,,,,,,V,,V,,
4123,,,,,,V,,,,,,,,,,,V,V,,
4124,,,,,,,V,,,,,,V,V,,,,,,
4125,,,,,,,V,,,,,,V,,V,,,,,
4126,,,,,,,V,,,,,,V,,,V,,,,
4127,,,,,,,V,,,,,,V,,,,V,,,
4128,,,,,,,V,,,,,,V,,,,,V,,
4129,,,,,,,V,,,,,,,V,V,,,,,
4130,,,,,,,V,,,,,,,V,,V,,,,
4131,,,,,,,V,,,,,,,V,,,V,,,
4132,,,,,,,V,,,,,,,V,,,,V,,
4133,,,,,,,V,,,,,,,,V,V,,,,
4134,,,,,,,V,,,,,,,,V,,V,,,
4135,,,,,,,V,,,,,,,,V,,,V,,
4136,,,,,,,V,,,,,,,,,V,V,,,
4137,,,,,,,V,,,,,,,,,V,,V,,
